,ID,pred
0,25318,0.009446181792550006
1,25319,0.008684451078094941
2,25320,0.00639978998191723
3,25321,0.641019012673463
4,25322,0.016957845346241746
5,25323,0.0008559305140112116
6,25324,3.9000104635538236e-05
7,25325,0.002752144140014381
8,25326,0.0069537336328186795
9,25327,0.5187414572963335
10,25328,0.7327299462294334
11,25329,0.03847135729840674
12,25330,0.000630036213017693
13,25331,0.0009103919585656396
14,25332,0.00829258368282853
15,25333,0.008367018356094848
16,25334,0.0833104810395831
17,25335,0.00025074436423628584
18,25336,0.007172350467937709
19,25337,0.2803593179375141
20,25338,0.028467582616877308
21,25339,0.06478530189088313
22,25340,0.000401407804976409
23,25341,0.03434255481271133
24,25342,0.49295632377873566
25,25343,0.05085048424015966
26,25344,0.019024314131980833
27,25345,0.004404489061345152
28,25346,0.008349046500426284
29,25347,0.0013244868759723985
30,25348,0.013430857696990152
31,25349,0.0034328868150482012
32,25350,0.008685185358192817
33,25351,0.0038315655067034443
34,25352,0.06791996716586295
35,25353,0.20501905748381827
36,25354,0.021997241788823403
37,25355,0.17047403122148883
38,25356,0.07102381306027752
39,25357,0.012242309565085879
40,25358,0.08280997564721225
41,25359,0.07097227575977547
42,25360,0.0019553996969266453
43,25361,0.1282205301189947
44,25362,0.12288207614278748
45,25363,0.6874080554191663
46,25364,0.022081891744583453
47,25365,0.00076819941592427
48,25366,0.01373922192007027
49,25367,0.00886848785339388
50,25368,0.47762393821547483
51,25369,0.01139421175229393
52,25370,0.0001721719989987534
53,25371,0.22734319647289072
54,25372,0.017632566402225602
55,25373,0.01861389711783455
56,25374,0.03446563701951215
57,25375,0.016600570698522336
58,25376,0.15598536710248614
59,25377,0.0015963332966801623
60,25378,0.039622426641169065
61,25379,0.04221144982227592
62,25380,0.011020834334275614
63,25381,0.014819313947590057
64,25382,0.02568688031486216
65,25383,0.1488150588000432
66,25384,0.0016473351504245827
67,25385,0.01600475702014621
68,25386,0.0018885140057959015
69,25387,0.09566757632484948
70,25388,0.019536208534749938
71,25389,0.24864605850489657
72,25390,0.03405582567644981
73,25391,0.015174947601500021
74,25392,0.44912211185541256
75,25393,0.3438057873006306
76,25394,0.347625333427298
77,25395,0.008311537655834015
78,25396,0.000340063176957922
79,25397,0.03696070606473125
80,25398,0.7793744119245553
81,25399,0.05839551135735428
82,25400,0.0015750610655156073
83,25401,0.0037318902197330506
84,25402,0.4787283725164465
85,25403,0.02327374462551854
86,25404,0.025045753523826368
87,25405,0.4510661261720477
88,25406,0.003775755242760458
89,25407,0.020511800307386134
90,25408,0.39759258697198185
91,25409,0.01469871125922413
92,25410,0.04960143993749566
93,25411,0.026370306411369372
94,25412,0.12568115181068157
95,25413,0.5876806688500458
96,25414,0.4443036086357438
97,25415,0.24531649969887087
98,25416,0.014046763290454232
99,25417,0.3300143715670697
100,25418,0.004655300413425605
101,25419,0.0014840895438325925
102,25420,0.021878418799221006
103,25421,0.0005669389711381778
104,25422,0.0004891839626888178
105,25423,0.014636296526656066
106,25424,0.010904132094553832
107,25425,0.004215040790574909
108,25426,0.09756826766047985
109,25427,0.40327321378098285
110,25428,0.006655957291811353
111,25429,0.11296629459081534
112,25430,0.1736456047149189
113,25431,0.0601258569571481
114,25432,0.039752908507203075
115,25433,0.008002209160350797
116,25434,0.7442713937211539
117,25435,0.014613369588168936
118,25436,0.011341837549307654
119,25437,0.001595547176450287
120,25438,0.001806960002729935
121,25439,0.6803887335827983
122,25440,0.11812650515415586
123,25441,0.25885161898686826
124,25442,0.003292478537718943
125,25443,0.01904416463814158
126,25444,0.3637361206156173
127,25445,0.0140557382573269
128,25446,0.04659744980599816
129,25447,0.013336805393294852
130,25448,0.04213127562564748
131,25449,0.08513350078532246
132,25450,0.012171984171879192
133,25451,0.014844256623527778
134,25452,0.016119721716868762
135,25453,0.0007208767413135523
136,25454,0.5229408779766054
137,25455,0.03460836375715813
138,25456,0.0018985900042653753
139,25457,0.6333325182780228
140,25458,0.5002301457619179
141,25459,0.05581959424892988
142,25460,0.05159321595575468
143,25461,0.0035008524862940402
144,25462,0.03076347994145014
145,25463,0.40546891983938105
146,25464,0.003969612292521282
147,25465,0.0046359022914167925
148,25466,0.11125461928790163
149,25467,0.13047112377738473
150,25468,0.05561586692339694
151,25469,3.7394295597182e-05
152,25470,0.008574042175905558
153,25471,0.0053103850384095845
154,25472,0.0041373772172585786
155,25473,0.052373310315538824
156,25474,0.00840028381924614
157,25475,0.0728412934886229
158,25476,0.004584641797338391
159,25477,0.01152333176055522
160,25478,0.6554431902497126
161,25479,0.013530832272515817
162,25480,0.010622792138528897
163,25481,0.029655595782954444
164,25482,0.14123370271295715
165,25483,0.00042891363717296815
166,25484,0.021642314140639423
167,25485,0.5969931221791993
168,25486,0.07783594017069861
169,25487,0.0036963236837461604
170,25488,0.5158075250467552
171,25489,0.4168264819677158
172,25490,0.6877865467732971
173,25491,0.14115863331984047
174,25492,0.007560016654994712
175,25493,0.41490954027776494
176,25494,0.5560850280521583
177,25495,0.03533948497529132
178,25496,0.0130015322661714
179,25497,0.0275292803866021
180,25498,0.001751469451399458
181,25499,0.0012969734943753615
182,25500,0.0007284529044663036
183,25501,0.016093939138606423
184,25502,0.0563426209794555
185,25503,0.0027895412804310985
186,25504,0.0007903115545239598
187,25505,0.31773776470768894
188,25506,0.1046416890196157
189,25507,0.0008751941506633528
190,25508,0.0033148204253249484
191,25509,0.0006055906830555903
192,25510,0.07444122309730156
193,25511,0.0790107013439716
194,25512,0.2503220923586651
195,25513,0.006806191065903646
196,25514,0.000803050726931862
197,25515,0.6938085404916905
198,25516,0.0006380702141361841
199,25517,0.0002997336510655123
200,25518,0.46770212574724424
201,25519,0.005938351458404856
202,25520,0.17649353121297356
203,25521,0.02336449248908947
204,25522,0.0010390243065224731
205,25523,0.2784497113700427
206,25524,0.0006739636284997309
207,25525,0.16163108724145694
208,25526,0.572731938613045
209,25527,0.1295420069958177
210,25528,0.0006232715401149531
211,25529,0.13156753142206165
212,25530,0.0034653203679030835
213,25531,0.1379480979513503
214,25532,0.05124080869389222
215,25533,0.024900774883204833
216,25534,0.1411157062315177
217,25535,0.20092957124944413
218,25536,0.06986628062251106
219,25537,0.00018361559981645948
220,25538,0.05190479177728814
221,25539,0.5641328799917522
222,25540,0.5363713678897079
223,25541,0.5274012213519867
224,25542,0.005445811138224304
225,25543,0.01282794734178909
226,25544,0.0028736885384371153
227,25545,0.0016503979271578447
228,25546,0.03095632545660558
229,25547,0.004348020516022581
230,25548,0.041308986626975
231,25549,0.00034415500521460594
232,25550,0.01332287005567547
233,25551,0.2103315861826269
234,25552,0.46980979643189363
235,25553,0.0018148181246640713
236,25554,0.0008217368987017722
237,25555,0.0142402758842192
238,25556,0.5472397408316039
239,25557,0.012766857832383231
240,25558,0.0031443916553333087
241,25559,9.913080280193721e-05
242,25560,0.10047214448476818
243,25561,0.15487904912918476
244,25562,0.0016009980322027693
245,25563,0.11643925064465668
246,25564,0.42483123537917444
247,25565,0.010391633779739224
248,25566,0.012228843374579497
249,25567,0.010620767467101054
250,25568,0.6408556536330244
251,25569,0.009412817859339562
252,25570,0.004841897351064227
253,25571,0.6075358924783157
254,25572,0.00048215128339973776
255,25573,0.002812532094025235
256,25574,0.005412776892185623
257,25575,0.0026810584179296757
258,25576,0.0055276527386321685
259,25577,0.015023808970482872
260,25578,0.003143817254383664
261,25579,0.007005020495592126
262,25580,0.000990337704301151
263,25581,0.048589555659848405
264,25582,0.028675791955778508
265,25583,0.554336682611222
266,25584,0.0073098021826961115
267,25585,0.8522947880926282
268,25586,0.0013848091219881846
269,25587,0.004511581543601818
270,25588,0.0280222009545323
271,25589,0.011537411012648309
272,25590,0.00020280566354123885
273,25591,0.0053302795429908244
274,25592,0.02198452718135882
275,25593,5.835966088590361e-05
276,25594,0.19032936904625689
277,25595,0.5094723663024954
278,25596,0.30954997764406234
279,25597,0.002828771780406801
280,25598,0.15550762921304273
281,25599,0.011030427026942922
282,25600,0.0006347425424063976
283,25601,0.0017908040742910553
284,25602,0.013940900541479857
285,25603,0.010703868185229084
286,25604,0.019917469822710365
287,25605,0.04354211370199764
288,25606,0.5973060980304349
289,25607,0.06847978879547204
290,25608,0.002873168660401881
291,25609,0.0037582926896793344
292,25610,0.010626261010756843
293,25611,0.2991811405637067
294,25612,0.0858869166616827
295,25613,0.0020671638041017057
296,25614,0.7324482565190571
297,25615,0.01251161445035314
298,25616,0.009117815536777669
299,25617,0.0001503663752113206
300,25618,0.4537609549221392
301,25619,0.05434240783371116
302,25620,0.07341469239393693
303,25621,0.1363873807460148
304,25622,0.02732728083514179
305,25623,0.009299540765288116
306,25624,0.34727722648414067
307,25625,0.2602731172277549
308,25626,0.0010680241843396044
309,25627,0.0022198530268790974
310,25628,0.011087859030807563
311,25629,0.6792622359964685
312,25630,0.0984996645470992
313,25631,0.6526322330968836
314,25632,0.25411490547970694
315,25633,0.023173775010179972
316,25634,0.2046326471930499
317,25635,0.0002211012666406407
318,25636,0.010477407132719304
319,25637,0.03745041982972855
320,25638,0.1057359132968104
321,25639,0.00029590118749615033
322,25640,7.271344666841377e-05
323,25641,0.0019262324282689404
324,25642,0.07985011959974361
325,25643,0.0013881866286817603
326,25644,0.003166548356294698
327,25645,0.11740903899354489
328,25646,0.015280163574930387
329,25647,0.009044226326672365
330,25648,0.32457617330155586
331,25649,0.6920762304695797
332,25650,0.1989476254589622
333,25651,0.004372813355701685
334,25652,0.08305034806202709
335,25653,0.41096100298708654
336,25654,0.03943925933702117
337,25655,0.025146796792278617
338,25656,0.4399182547572478
339,25657,0.08556023584683037
340,25658,0.013562030753871118
341,25659,0.055047433799760126
342,25660,0.010133004707506164
343,25661,0.00913515710102156
344,25662,0.012518704999634683
345,25663,0.666518972076325
346,25664,0.050193341097547986
347,25665,0.0019792782544888997
348,25666,0.37878236149372757
349,25667,0.00853370323242476
350,25668,0.012262406389087516
351,25669,0.18258758131633593
352,25670,0.3004116744331371
353,25671,0.28653550201820405
354,25672,0.0016913152829278032
355,25673,0.006610359914280913
356,25674,0.001428820892874042
357,25675,0.6718747995639408
358,25676,0.0007670010880730233
359,25677,0.005772958302366847
360,25678,0.0031418712303717547
361,25679,0.12694326645030377
362,25680,0.010735559870954448
363,25681,0.010514958838385033
364,25682,0.05164480780161344
365,25683,0.0861979824690137
366,25684,0.03795534538695656
367,25685,0.0006498996796454455
368,25686,0.1657368267248914
369,25687,0.008526227587081494
370,25688,0.014141083045593632
371,25689,0.18252684545017528
372,25690,0.06121623818731879
373,25691,0.00305147784117843
374,25692,0.1689896037683677
375,25693,0.03306382215014239
376,25694,0.06328539693751539
